species,spec_code,nutrient,value,sample_size,variance,sample_form,prep_form,environment
Sardinella_longiceps,1511,Selenium,100,16,100,muscle,wet,marine
Sardinella_longiceps,1511,Vitamin_A,103.92,16,7.56,muscle,wet,marine
Stolephorus_commersonii,566,Iron,4,16,0.1,muscle,wet,marine
Stolephorus_waitei,578,Iron,6,16,0,muscle,wet,marine
Thunnus_albacares,143,Zinc,12.1,16,0.2,muscle,wet,marine
Thunnus_albacares,143,Iron,7.05,16,0,muscle,wet,marine
Trichiurus_lepturus,1288,Zinc,1.3,16,0.9,muscle,wet,marine
Trichiurus_lepturus,1288,Calcium,159.7,16,60.1,muscle,wet,marine
Trichiurus_lepturus,1288,Iron,1.9,16,0.9,muscle,wet,marine
Trichiurus_lepturus,1288,Selenium,300,16,0,muscle,wet,marine
Trichiurus_lepturus,1288,Vitamin_A,0.87,16,0.39,muscle,wet,marine
Cyprinus_carpio,1450,Zinc,3.2,16,1.1,muscle,wet,mixed
Cyprinus_carpio,1450,Calcium,409.3,16,25.6,muscle,wet,mixed
Cyprinus_carpio,1450,Iron,0.5,16,0,muscle,wet,mixed
Neolissochilus_hexagonolepis,12125,Zinc,1.9,16,0,muscle,wet,mixed
Neolissochilus_hexagonolepis,12125,Calcium,1175,16,27.6,muscle,wet,mixed
Neolissochilus_hexagonolepis,12125,Iron,2,16,0,muscle,wet,mixed
Oncorhynchus_mykiss,239,Zinc,1.3,16,0.4,muscle,wet,mixed
Oncorhynchus_mykiss,239,Calcium,418.6,16,99.1,muscle,wet,mixed
Oncorhynchus_mykiss,239,Iron,1.3,16,0.9,muscle,wet,mixed
Oncorhynchus_mykiss,239,Selenium,600,16,200,muscle,wet,mixed
Schizothorax_richardsonii,8705,Zinc,2.2,16,0.5,muscle,wet,mixed
Schizothorax_richardsonii,8705,Calcium,414.7,16,99.1,muscle,wet,mixed
Schizothorax_richardsonii,8705,Iron,0.6,16,0,muscle,wet,mixed
Schizothorax_richardsonii,8705,Selenium,600,16,0,muscle,wet,mixed
Tor_putitora,9194,Zinc,1.3,16,0,muscle,wet,mixed
Tor_putitora,9194,Calcium,116,16,70.6,muscle,wet,mixed
Tor_putitora,9194,Iron,0.9,16,0.1,muscle,wet,mixed
Lates_calcarifer,346,Zinc,5.56,16,0.6,muscle,wet,mixed
Lates_calcarifer,346,Calcium,241.9,16,4.3,muscle,wet,mixed
Lates_calcarifer,346,Iron,11.8,16,0.3,muscle,wet,mixed
Lates_calcarifer,346,Selenium,200,16,0,muscle,wet,mixed
Mugil_cephalus,785,Zinc,5.1,16,0,muscle,wet,mixed
Mugil_cephalus,785,Calcium,263.9,16,6.7,muscle,wet,mixed
Mugil_cephalus,785,Iron,12.8,16,0.6,muscle,wet,mixed
Mugil_cephalus,785,Selenium,100,16,0,muscle,wet,mixed
Amblygaster_sirm,1501,Protein,21,75,0.6,whole,wet,marine
Amblygaster_sirm,1501,Zinc,1.9,75,0.1,whole,wet,marine
Amblygaster_sirm,1501,Calcium,500,75,100,whole,wet,marine
Amblygaster_sirm,1501,Iron,3,75,0.2,whole,wet,marine
Amblygaster_sirm,1501,Selenium,110,75,10,whole,wet,marine
Amblygaster_sirm,1501,Vitamin_A,94,75,2,whole,wet,marine
Amblygaster_sirm,1501,Omega_3,0.652,75,0.03,whole,wet,marine
Auxis_thazard,94,Protein,20,75,0,whole,wet,marine
Auxis_thazard,94,Zinc,1.6,75,0.2,whole,wet,marine
Auxis_thazard,94,Calcium,550,75,87,whole,wet,marine
Auxis_thazard,94,Iron,3.4,75,0.2,whole,wet,marine
Auxis_thazard,94,Selenium,83,75,4,whole,wet,marine
Auxis_thazard,94,Vitamin_A,116.3,75,5.8,whole,wet,marine
Auxis_thazard,94,Omega_3,0.606,75,0.06,whole,wet,marine
Decapterus_macrosoma,1938,Protein,18,75,0,whole,wet,marine
Decapterus_macrosoma,1938,Zinc,1.8,75,0.1,whole,wet,marine
Decapterus_macrosoma,1938,Calcium,1100,75,240,whole,wet,marine
Decapterus_macrosoma,1938,Iron,5.8,75,1,whole,wet,marine
Decapterus_macrosoma,1938,Selenium,230,75,23,whole,wet,marine
Decapterus_macrosoma,1938,Vitamin_A,178.7,75,21,whole,wet,marine
Decapterus_macrosoma,1938,Omega_3,0.329,75,0.05,whole,wet,marine
Decapterus_macrosoma,1938,Protein,19,75,1,whole,wet,marine
Decapterus_macrosoma,1938,Zinc,1.4,75,0.2,whole,wet,marine
Decapterus_macrosoma,1938,Calcium,650,75,170,whole,wet,marine
Decapterus_macrosoma,1938,Iron,3.6,75,0.3,whole,wet,marine
Decapterus_macrosoma,1938,Selenium,46,75,1,whole,wet,marine
Decapterus_macrosoma,1938,Vitamin_A,115,75,5.8,whole,wet,marine
Decapterus_macrosoma,1938,Omega_3,0.7,75,0.07,whole,wet,marine
Encrasicholina_devisi,555,Protein,19,150,0.6,whole,wet,marine
Encrasicholina_devisi,555,Zinc,2.4,150,0.1,whole,wet,marine
Encrasicholina_devisi,555,Calcium,550,150,98,whole,wet,marine
Encrasicholina_devisi,555,Iron,1.7,150,0.1,whole,wet,marine
Encrasicholina_devisi,555,Selenium,56,150,2,whole,wet,marine
Encrasicholina_devisi,555,Vitamin_A,102.7,150,31,whole,wet,marine
Encrasicholina_devisi,555,Omega_3,0.527,150,0.01,whole,wet,marine
Equulites_elongatus,4450,Protein,18,75,0.6,whole,wet,marine
Equulites_elongatus,4450,Zinc,2.7,75,0.1,whole,wet,marine
Equulites_elongatus,4450,Calcium,640,75,150,whole,wet,marine
Equulites_elongatus,4450,Iron,2.1,75,0.1,whole,wet,marine
Equulites_elongatus,4450,Selenium,46,75,3,whole,wet,marine
Equulites_elongatus,4450,Vitamin_A,170,75,35,whole,wet,marine
Equulites_elongatus,4450,Omega_3,0.538,75,0.04,whole,wet,marine
Leiognathus_dussumieri,6372,Protein,17,75,0.8,whole,wet,marine
Leiognathus_dussumieri,6372,Zinc,3,75,0.1,whole,wet,marine
Leiognathus_dussumieri,6372,Calcium,2300,75,460,whole,wet,marine
Leiognathus_dussumieri,6372,Iron,10,75,1.2,whole,wet,marine
Leiognathus_dussumieri,6372,Selenium,88,75,5,whole,wet,marine
Leiognathus_dussumieri,6372,Omega_3,0.482,75,0.03,whole,wet,marine
Photopectoralis_bindus,4449,Protein,19,75,0,whole,wet,marine
Photopectoralis_bindus,4449,Zinc,2.6,75,0.1,whole,wet,marine
Photopectoralis_bindus,4449,Calcium,1300,75,260,whole,wet,marine
Photopectoralis_bindus,4449,Iron,1.7,75,0.4,whole,wet,marine
Photopectoralis_bindus,4449,Selenium,38,75,2,whole,wet,marine
Photopectoralis_bindus,4449,Vitamin_A,157.3,75,25,whole,wet,marine
Photopectoralis_bindus,4449,Omega_3,0.509,75,0.05,whole,wet,marine
Photopectoralis_bindus,4449,Protein,19,75,0,whole,wet,marine
Photopectoralis_bindus,4449,Zinc,2.5,75,0.1,whole,wet,marine
Photopectoralis_bindus,4449,Calcium,1000,75,140,whole,wet,marine
Photopectoralis_bindus,4449,Iron,1.4,75,0.1,whole,wet,marine
Photopectoralis_bindus,4449,Selenium,38,75,2,whole,wet,marine
Photopectoralis_bindus,4449,Vitamin_A,146,75,29,whole,wet,marine
Photopectoralis_bindus,4449,Omega_3,0.548,75,0.04,whole,wet,marine
Rastrelliger_kanagurta,111,Protein,19,75,0.6,whole,wet,marine
Rastrelliger_kanagurta,111,Zinc,1.3,75,0,whole,wet,marine
Rastrelliger_kanagurta,111,Calcium,490,75,25,whole,wet,marine
Rastrelliger_kanagurta,111,Iron,3.2,75,0.2,whole,wet,marine
Rastrelliger_kanagurta,111,Selenium,53,75,1,whole,wet,marine
Rastrelliger_kanagurta,111,Vitamin_A,116,75,5.8,whole,wet,marine
Rastrelliger_kanagurta,111,Omega_3,0.784,75,0.07,whole,wet,marine
Sillago_ingenuua,8518,Protein,20,75,0.6,whole,wet,marine
Sillago_ingenuua,8518,Zinc,1.3,75,0.2,whole,wet,marine
Sillago_ingenuua,8518,Calcium,1800,75,440,whole,wet,marine
Sillago_ingenuua,8518,Iron,1.6,75,0.4,whole,wet,marine
Sillago_ingenuua,8518,Selenium,56,75,6,whole,wet,marine
Sillago_ingenuua,8518,Vitamin_A,253,75,46,whole,wet,marine
Sillago_ingenuua,8518,Omega_3,0.27,75,0.04,whole,wet,marine
Stolephorus_indicus,569,Protein,20,75,0,whole,wet,marine
Stolephorus_indicus,569,Zinc,2.2,75,0.1,whole,wet,marine
Stolephorus_indicus,569,Calcium,620,75,55,whole,wet,marine
Stolephorus_indicus,569,Iron,2,75,0.3,whole,wet,marine
Stolephorus_indicus,569,Selenium,44,75,0,whole,wet,marine
Stolephorus_indicus,569,Vitamin_A,111,75,31,whole,wet,marine
Stolephorus_indicus,569,Omega_3,0.398,75,0.05,whole,wet,marine
Carangoides_fulvoguttatus,1926,Protein,22,15,0,muscle,wet,marine
Carangoides_fulvoguttatus,1926,Zinc,0.5,15,0.01,muscle,wet,marine
Carangoides_fulvoguttatus,1926,Calcium,17,15,5.7,muscle,wet,marine
Carangoides_fulvoguttatus,1926,Iron,0.81,15,0.02,muscle,wet,marine
Carangoides_fulvoguttatus,1926,Selenium,3.7,15,1,muscle,wet,marine
Carangoides_fulvoguttatus,1926,Vitamin_A,4.05,15,3.7,muscle,wet,marine
